"896","36618","False"
"896","11619","True"
"896","36620","True"
"896","36621","True"
"896","36622","True"
"896","36623","True"
"896","36624","True"
"896","36696","True"
"896","36627","True"
"896","36697","True"
"896","36632","True"
"896","36633","True"
"896","36636","False"
"896","36638","False"
"896","36640","False"
"896","36641","False"
"896","36643","False"
"896","36644","False"
"896","36645","True"
"896","11697","True"
"896","11655","True"
"896","36652","True"
"896","36701","True"
"896","36656","True"
"896","36657","True"
"896","11573","True"
"896","11574","True"
"896","11575","True"
"896","36664","True"
"896","36665","True"
"896","36666","False"
"896","11579","False"
"896","11580","False"
"896","11583","False"
"896","36673","False"
"896","36674","False"
"896","36931","False"
"896","36932","True"
"896","36933","True"
"896","36934","True"
"896","36935","True"
"896","36936","True"
"896","36937","True"
"896","11594","True"
"896","36939","True"
"896","36940","True"
"896","36941","True"
"896","36942","True"
"896","36943","True"
"896","11600","True"
"896","11601","True"
"896","11602","True"
"896","36947","True"
"896","36948","True"
"896","36949","True"
"896","11577","True"
"896","36952","True"
"896","36953","True"
"896","11612","True"
"896","11578","True"
"896","12382","False"
"896","36959","True"
"896","36960","False"
"896","36961","True"
"896","36962","True"
"896","36963","True"
"896","36964","True"
"896","11588","True"
"896","11626","True"
"896","11628","True"
"896","11629","True"
"896","11630","True"
"896","11637","True"
"896","11641","True"
"896","11642","True"
"896","11644","True"
"896","11645","True"
"896","11646","True"
"896","11653","True"
"896","11585","True"
"896","11656","True"
"896","11657","True"
"896","11658","True"
"896","14988","True"
"896","11661","True"
"896","11663","True"
"896","11615","True"
"896","36675","True"
"896","11673","True"
"896","11672","True"
"896","36676","False"
"896","11680","True"
"896","36678","True"
"896","36679","True"
"896","11692","True"
"896","11693","True"
"896","11694","True"
"896","11696","False"
"896","36680","True"
"896","11705","True"
"896","36683","True"
"896","11596","True"
"896","11617","True"
"896","11685","True"
"896","11618","True"
"896","36691","True"
"896","11604","True"
"896","36693","False"
"866","36618","True"
"866","11619","True"
"866","36620","False"
"866","36621","True"
"866","36622","True"
"866","36623","True"
"866","36624","True"
"866","36696","True"
"866","36627","True"
"866","36697","True"
"866","36632","True"
"866","36633","True"
"866","36636","False"
"866","36638","False"
"866","36640","False"
"866","36641","False"
"866","36643","False"
"866","36644","False"
"866","36645","True"
"866","11697","False"
"866","11655","False"
"866","36652","False"
"866","36701","False"
"866","36656","False"
"866","36657","True"
"866","11573","True"
"866","11574","True"
"866","11575","True"
"866","36664","False"
"866","36665","False"
"866","36666","True"
"866","11579","True"
"866","11580","True"
"866","11583","True"
"866","36673","True"
"866","36674","False"
"866","36931","False"
"866","36932","False"
"866","36933","False"
"866","36934","True"
"866","36935","False"
"866","36936","False"
"866","36937","True"
"866","11594","True"
"866","36939","True"
"866","36940","True"
"866","36941","False"
"866","36942","True"
"866","36943","False"
"866","11600","True"
"866","11601","True"
"866","11602","False"
"866","36947","True"
"866","36948","True"
"866","36949","True"
"866","11577","True"
"866","36952","True"
"866","36953","True"
"866","11612","True"
"866","11578","False"
"866","12382","True"
"866","36959","True"
"866","36960","True"
"866","36961","True"
"866","36962","True"
"866","36963","False"
"866","36964","True"
"866","11588","True"
"866","11626","True"
"866","11628","False"
"866","11629","True"
"866","11630","True"
"866","11637","True"
"866","11641","True"
"866","11642","True"
"866","11644","True"
"866","11645","True"
"866","11646","True"
"866","11653","True"
"866","11585","True"
"866","11656","True"
"866","11657","True"
"866","11658","False"
"866","14988","True"
"866","11661","True"
"866","11663","False"
"866","11615","False"
"866","36675","False"
"866","11673","False"
"866","11672","False"
"866","36676","True"
"866","11680","True"
"866","36678","True"
"866","36679","False"
"866","11692","False"
"866","11693","True"
"866","11694","True"
"866","11696","False"
"866","36680","True"
"866","11705","True"
"866","36683","False"
"866","11596","True"
"866","11617","True"
"866","11685","True"
"866","11618","True"
"866","36691","True"
"866","11604","True"
"866","36693","False"
"39","36618","False"
"39","11619","True"
"39","36620","False"
"39","36621","False"
"39","36622","False"
"39","36623","False"
"39","36624","False"
"39","36696","False"
"39","36627","False"
"39","36697","False"
"39","36632","False"
"39","36633","False"
"39","36636","False"
"39","36638","False"
"39","36640","False"
"39","36641","False"
"39","36643","False"
"39","36644","False"
"39","36645","False"
"39","11697","True"
"39","11655","False"
"39","36652","False"
"39","36701","False"
"39","36656","False"
"39","36657","True"
"39","11573","True"
"39","11574","True"
